# Enlitens AI Processing Log Snapshot - October 29, 2025
# Source: /home/antons-gs/enlitens-ai/logs/logs/enlitens_complete_processing.log
# Total log lines: 48,612 | October 29 entries: 8,668
# Last updated: October 29, 2025 13:21

# === Initial Setup (from start of log) ===
2025-10-29 11:55:11,883 - src.agents.base_agent - INFO - Agent MarketingSEO starting processing
2025-10-29 11:55:11,883 - src.synthesis.ollama_client - INFO - Generating response with model: llama3.1:8b
2025-10-29 11:55:16,680 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:55:16,680 - src.synthesis.ollama_client - INFO - Generated response length: 1538 characters
2025-10-29 11:55:16,712 - src.synthesis.ollama_client - INFO - OllamaClient initialized with base_url: http://localhost:11434 and default_model: qwen3:32b
2025-10-29 11:55:16,712 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 11:55:16,712 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:55:40,323 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:55:40,324 - src.synthesis.ollama_client - INFO - Generated response length: 1048 characters
2025-10-29 11:55:40,324 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:55:40,324 - src.synthesis.ollama_client - INFO - Successfully validated response with 6 keys
2025-10-29 11:55:40,324 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 11:55:40,324 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:55:42,936 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:55:42,937 - src.synthesis.ollama_client - INFO - Generated response length: 127 characters
2025-10-29 11:55:42,937 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:55:42,937 - src.synthesis.ollama_client - WARNING - All 6 list fields are empty - may indicate poor LLM output
2025-10-29 11:55:42,937 - src.synthesis.ollama_client - WARNING - Attempt 1 failed: All list fields are empty - no content generated
2025-10-29 11:55:42,937 - src.synthesis.ollama_client - INFO - Retrying with temperature 0.4
2025-10-29 11:55:42,937 - src.synthesis.ollama_client - INFO - Attempt 2/3 for structured generation
2025-10-29 11:55:42,937 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:56:25,043 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:56:25,044 - src.synthesis.ollama_client - INFO - Generated response length: 2463 characters
2025-10-29 11:56:25,044 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:56:25,044 - src.synthesis.ollama_client - INFO - Successfully validated response with 5 keys
2025-10-29 11:56:25,044 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 11:56:25,044 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:56:35,629 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:56:35,630 - src.synthesis.ollama_client - INFO - Generated response length: 404 characters
2025-10-29 11:56:35,630 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:56:35,630 - src.synthesis.ollama_client - INFO - Successfully validated response with 3 keys
2025-10-29 11:56:35,630 - src.agents.base_agent - INFO - Agent MarketingSEO completed successfully
2025-10-29 11:56:35,630 - src.agents.supervisor_agent - INFO - ✅ Agent marketing_seo completed successfully
2025-10-29 11:56:35,630 - src.agents.supervisor_agent - INFO - 📊 Agent marketing_seo result keys: ['marketing_content', 'seo_content', 'generation_quality', 'schema_org_seo']
2025-10-29 11:56:35,630 - src.agents.supervisor_agent - INFO - 🔄 Executing agent: validation
2025-10-29 11:56:35,630 - src.agents.supervisor_agent - INFO - 📋 Agent context keys: ['document_id', 'document_text', 'client_insights', 'founder_insights', 'st_louis_context', 'processing_stage', 'intermediate_results', 'complete_output']
2025-10-29 11:56:35,630 - src.agents.base_agent - INFO - Agent Validation starting processing
2025-10-29 11:56:35,630 - src.agents.base_agent - INFO - Agent Validation completed successfully
2025-10-29 11:56:35,630 - src.agents.supervisor_agent - INFO - ✅ Agent validation completed successfully
2025-10-29 11:56:35,630 - src.agents.supervisor_agent - INFO - 📊 Agent validation result keys: ['quality_scores', 'confidence_scoring', 'final_validation']
2025-10-29 11:56:35,630 - src.agents.supervisor_agent - INFO - ✅ Document Girard-Joyal_2022_article_creativity_adhd_presentations processed successfully in 1081.52s
2025-10-29 11:56:35,630 - __main__ - INFO - ⏱️ Supervisor processing completed in 1081.52s
2025-10-29 11:56:35,630 - __main__ - INFO - 🔄 Converting result to knowledge entry for Girard-Joyal_2022_article_creativity_adhd_presentations
2025-10-29 11:56:35,631 - __main__ - INFO - ✅ Document Girard-Joyal_2022_article_creativity_adhd_presentations processed successfully in 1081.52s
2025-10-29 11:56:35,631 - __main__ - INFO - ✅ Successfully processed: Girard-Joyal_2022_article_creativity_adhd_presentations.pdf
2025-10-29 11:56:35,660 - __main__ - INFO - 💾 Progress saved: 78/344 documents processed
2025-10-29 11:56:35,864 - __main__ - INFO - 🧹 GPU memory cleared
2025-10-29 11:56:35,864 - __main__ - INFO - 🧹 Memory cleanup completed
2025-10-29 11:56:35,865 - __main__ - INFO - 📖 Processing file 79/344: soulieres_2011_research_report_autistic_intelligence_asperger_syndrome_rpm.pdf
2025-10-29 11:56:35,865 - __main__ - INFO - 🧠 Starting multi-agent processing: soulieres_2011_research_report_autistic_intelligence_asperger_syndrome_rpm
2025-10-29 11:56:35,865 - __main__ - INFO - 📄 Extracting text from PDF: soulieres_2011_research_report_autistic_intelligence_asperger_syndrome_rpm.pdf
2025-10-29 11:56:35,865 - __main__ - INFO - 📄 Extracting text from: soulieres_2011_research_report_autistic_intelligence_asperger_syndrome_rpm.pdf (attempt 1)
2025-10-29 11:56:35,866 - src.extraction.enhanced_pdf_extractor - INFO - Starting enhanced extraction for enlitens_corpus/input_pdfs/soulieres_2011_research_report_autistic_intelligence_asperger_syndrome_rpm.pdf
2025-10-29 11:56:35,866 - docling.datamodel.document - INFO - detected formats: [<InputFormat.PDF: 'pdf'>]
2025-10-29 11:56:35,867 - docling.document_converter - INFO - Going to convert document batch...
2025-10-29 11:56:35,867 - docling.pipeline.base_pipeline - INFO - Processing document soulieres_2011_research_report_autistic_intelligence_asperger_syndrome_rpm.pdf
2025-10-29 11:56:38,527 - docling.document_converter - INFO - Finished converting document soulieres_2011_research_report_autistic_intelligence_asperger_syndrome_rpm.pdf in 2.66 sec.
2025-10-29 11:56:38,543 - src.extraction.enhanced_pdf_extractor - INFO - Enhanced extraction completed for enlitens_corpus/input_pdfs/soulieres_2011_research_report_autistic_intelligence_asperger_syndrome_rpm.pdf
2025-10-29 11:56:38,545 - __main__ - INFO - ✅ Successfully extracted 32847 characters from soulieres_2011_research_report_autistic_intelligence_asperger_syndrome_rpm.pdf
2025-10-29 11:56:38,545 - __main__ - INFO - ✅ Text extracted successfully: 32847 characters
2025-10-29 11:56:38,545 - __main__ - INFO - 🔧 Creating processing context for soulieres_2011_research_report_autistic_intelligence_asperger_syndrome_rpm
2025-10-29 11:56:38,545 - src.extraction.enhanced_extraction_tools - INFO - Analyzing 1 client intakes
2025-10-29 11:56:38,547 - src.extraction.enhanced_extraction_tools - INFO - Auto-chunked single text into 8 samples for topic discovery
2025-10-29 11:56:38,614 - src.extraction.enhanced_extraction_tools - ERROR - Error discovering topics: There needs to be more than 1 sample to build nearest the neighbors graph
2025-10-29 11:56:43,068 - src.extraction.enhanced_extraction_tools - INFO - Sentiment analysis completed: compound=1.000
2025-10-29 11:56:53,078 - src.extraction.enhanced_extraction_tools - INFO - Extracted 20 semantic keywords
2025-10-29 11:56:53,081 - src.extraction.enhanced_extraction_tools - INFO - Analyzing 1 founder transcripts
2025-10-29 11:56:53,390 - src.extraction.enhanced_extraction_tools - INFO - Auto-chunked single text into 8 samples for topic discovery
2025-10-29 11:56:53,679 - src.extraction.enhanced_extraction_tools - ERROR - Error discovering topics: There needs to be more than 1 sample to build nearest the neighbors graph
2025-10-29 11:58:07,519 - src.extraction.enhanced_extraction_tools - INFO - Sentiment analysis completed: compound=1.000
2025-10-29 11:58:43,004 - src.extraction.enhanced_extraction_tools - INFO - Extracted 30 semantic keywords
2025-10-29 11:58:43,004 - __main__ - INFO - ✅ Processing context created
2025-10-29 11:58:43,004 - __main__ - INFO - 🚀 Starting supervisor processing for soulieres_2011_research_report_autistic_intelligence_asperger_syndrome_rpm
2025-10-29 11:58:43,004 - src.agents.supervisor_agent - INFO - 🎯 Supervisor starting document processing: soulieres_2011_research_report_autistic_intelligence_asperger_syndrome_rpm
2025-10-29 11:58:43,004 - src.agents.supervisor_agent - INFO - 📝 Document text length: 32847 characters
2025-10-29 11:58:43,004 - src.agents.supervisor_agent - INFO - 🔬 Stage 1: Starting science extraction
2025-10-29 11:58:43,004 - src.agents.supervisor_agent - INFO - 🔄 Executing agent: science_extraction
2025-10-29 11:58:43,004 - src.agents.supervisor_agent - INFO - 📋 Agent context keys: ['document_id', 'document_text', 'client_insights', 'founder_insights', 'st_louis_context', 'processing_stage', 'intermediate_results']
2025-10-29 11:58:43,004 - src.agents.base_agent - INFO - Agent ScienceExtraction starting processing
2025-10-29 11:58:43,004 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 11:58:43,004 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:01:05,225 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:01:05,226 - src.synthesis.ollama_client - INFO - Generated response length: 5959 characters
2025-10-29 12:01:05,226 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:01:05,226 - src.synthesis.ollama_client - INFO - Successfully validated response with 9 keys
2025-10-29 12:01:05,226 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 12:01:05,226 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:01:23,322 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:01:23,323 - src.synthesis.ollama_client - INFO - Generated response length: 612 characters
2025-10-29 12:01:23,323 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:01:23,323 - src.synthesis.ollama_client - WARNING - Attempt 1 failed: 7 validation errors for NeuroMechanisms
mechanism_evidence.polyvagal_theory.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.memory_reconsolidation.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.default_mode_network.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.executive_function_networks.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.interoception_insula.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.reward_dopamine.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.emotion_regulation_circuits.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
2025-10-29 12:01:23,323 - src.synthesis.ollama_client - INFO - Retrying with temperature 0.30000000000000004
2025-10-29 12:01:23,323 - src.synthesis.ollama_client - INFO - Attempt 2/3 for structured generation
2025-10-29 12:01:23,323 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:01:38,799 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:01:38,800 - src.synthesis.ollama_client - INFO - Generated response length: 612 characters
2025-10-29 12:01:38,800 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:01:38,800 - src.synthesis.ollama_client - WARNING - Attempt 2 failed: 7 validation errors for NeuroMechanisms
mechanism_evidence.polyvagal_theory.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.memory_reconsolidation.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.default_mode_network.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.executive_function_networks.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.interoception_insula.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.reward_dopamine.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.emotion_regulation_circuits.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
2025-10-29 12:01:38,800 - src.synthesis.ollama_client - INFO - Retrying with temperature 0.4
2025-10-29 12:01:38,800 - src.synthesis.ollama_client - INFO - Attempt 3/3 for structured generation
2025-10-29 12:01:38,800 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:01:54,246 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:01:54,246 - src.synthesis.ollama_client - INFO - Generated response length: 612 characters
2025-10-29 12:01:54,246 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:01:54,246 - src.synthesis.ollama_client - WARNING - Attempt 3 failed: 7 validation errors for NeuroMechanisms
mechanism_evidence.polyvagal_theory.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.memory_reconsolidation.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.default_mode_network.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.executive_function_networks.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.interoception_insula.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.reward_dopamine.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.emotion_regulation_circuits.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
2025-10-29 12:01:54,247 - src.synthesis.ollama_client - ERROR - All 3 attempts failed for structured generation
2025-10-29 12:01:54,247 - src.synthesis.ollama_client - ERROR - Final error: 7 validation errors for NeuroMechanisms
mechanism_evidence.polyvagal_theory.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.memory_reconsolidation.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.default_mode_network.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.executive_function_networks.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.interoception_insula.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.reward_dopamine.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
mechanism_evidence.emotion_regulation_circuits.0
  Input should be a valid dictionary or instance of EvidenceRef [type=model_type, input_value='NOT_PRESENT', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/model_type
2025-10-29 12:01:54,247 - src.synthesis.ollama_client - ERROR - Full LLM response on final attempt:
{"polyvagal_theory": ["NOT_PRESENT"], "memory_reconsolidation": ["NOT_PRESENT"], "default_mode_network": ["NOT_PRESENT"], "executive_function_networks": ["NOT_PRESENT"], "interoception_insula": ["NOT_PRESENT"], "reward_dopamine": ["NOT_PRESENT"], "emotion_regulation_circuits": ["NOT_PRESENT"], "mechanism_evidence": {"polyvagal_theory": ["NOT_PRESENT"], "memory_reconsolidation": ["NOT_PRESENT"], "default_mode_network": ["NOT_PRESENT"], "executive_function_networks": ["NOT_PRESENT"], "interoception_insula": ["NOT_PRESENT"], "reward_dopamine": ["NOT_PRESENT"], "emotion_regulation_circuits": ["NOT_PRESENT"]}}
2025-10-29 12:01:54,247 - src.agents.base_agent - INFO - Agent ScienceExtraction completed successfully
2025-10-29 12:01:54,247 - src.agents.supervisor_agent - INFO - ✅ Agent science_extraction completed successfully
2025-10-29 12:01:54,247 - src.agents.supervisor_agent - INFO - 📊 Agent science_extraction result keys: ['research_content', 'extraction_quality']
2025-10-29 12:01:54,247 - src.agents.supervisor_agent - INFO - ✅ Stage 1: Science extraction completed
2025-10-29 12:01:54,247 - src.agents.supervisor_agent - INFO - 🔄 Executing agent: clinical_synthesis
2025-10-29 12:01:54,247 - src.agents.supervisor_agent - INFO - 📋 Agent context keys: ['document_id', 'document_text', 'client_insights', 'founder_insights', 'st_louis_context', 'processing_stage', 'intermediate_results', 'science_data']
2025-10-29 12:01:54,247 - src.agents.base_agent - INFO - Agent ClinicalSynthesis starting processing
2025-10-29 12:01:54,247 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 12:01:54,247 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:01:58,926 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:01:58,926 - src.synthesis.ollama_client - INFO - Generated response length: 201 characters
2025-10-29 12:01:58,926 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:01:58,926 - src.synthesis.ollama_client - WARNING - All 8 list fields are empty - may indicate poor LLM output
2025-10-29 12:01:58,927 - src.synthesis.ollama_client - WARNING - Attempt 1 failed: All list fields are empty - no content generated
2025-10-29 12:01:58,927 - src.synthesis.ollama_client - INFO - Retrying with temperature 0.5
2025-10-29 12:01:58,927 - src.synthesis.ollama_client - INFO - Attempt 2/3 for structured generation
2025-10-29 12:01:58,927 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:02:03,419 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:02:03,419 - src.synthesis.ollama_client - INFO - Generated response length: 201 characters
2025-10-29 12:02:03,419 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:02:03,419 - src.synthesis.ollama_client - WARNING - All 8 list fields are empty - may indicate poor LLM output
2025-10-29 12:02:03,419 - src.synthesis.ollama_client - WARNING - Attempt 2 failed: All list fields are empty - no content generated
2025-10-29 12:02:03,420 - src.synthesis.ollama_client - INFO - Retrying with temperature 0.6
2025-10-29 12:02:03,420 - src.synthesis.ollama_client - INFO - Attempt 3/3 for structured generation
2025-10-29 12:02:03,420 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:02:07,895 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:02:07,896 - src.synthesis.ollama_client - INFO - Generated response length: 201 characters
2025-10-29 12:02:07,896 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:02:07,896 - src.synthesis.ollama_client - WARNING - All 8 list fields are empty - may indicate poor LLM output
2025-10-29 12:02:07,896 - src.synthesis.ollama_client - WARNING - Attempt 3 failed: All list fields are empty - no content generated
2025-10-29 12:02:07,896 - src.synthesis.ollama_client - ERROR - All 3 attempts failed for structured generation
2025-10-29 12:02:07,896 - src.synthesis.ollama_client - ERROR - Final error: All list fields are empty - no content generated
2025-10-29 12:02:07,896 - src.synthesis.ollama_client - ERROR - Full LLM response on final attempt:
{"treatment_approaches": ["NOT_PRESENT"], "assessment_methods": ["NOT_PRESENT"], "intervention_strategies": ["NOT_PRESENT"], "client_education": ["NOT_PRESENT"], "progress_indicators": ["NOT_PRESENT"]}
2025-10-29 12:02:07,896 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 12:02:07,896 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:02:32,906 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:02:32,906 - src.synthesis.ollama_client - INFO - Generated response length: 1406 characters
2025-10-29 12:02:32,906 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:02:32,906 - src.synthesis.ollama_client - INFO - Successfully validated response with 6 keys
2025-10-29 12:02:32,906 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 12:02:32,906 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:02:40,709 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:02:40,709 - src.synthesis.ollama_client - INFO - Generated response length: 259 characters
2025-10-29 12:02:40,710 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:02:40,710 - src.synthesis.ollama_client - INFO - Successfully validated response with 5 keys
2025-10-29 12:02:40,710 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 12:02:40,710 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:03:21,673 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:03:21,674 - src.synthesis.ollama_client - INFO - Generated response length: 1828 characters
2025-10-29 12:03:21,674 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:03:21,674 - src.synthesis.ollama_client - INFO - Successfully validated response with 2 keys
2025-10-29 12:03:21,674 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 12:03:21,674 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:03:55,710 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:03:55,711 - src.synthesis.ollama_client - INFO - Generated response length: 1625 characters
2025-10-29 12:03:55,711 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:03:55,711 - src.synthesis.ollama_client - INFO - Successfully validated response with 1 keys
2025-10-29 12:03:55,711 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 12:03:55,711 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:04:20,942 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:04:20,943 - src.synthesis.ollama_client - INFO - Generated response length: 1180 characters
2025-10-29 12:04:20,943 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:04:20,943 - src.synthesis.ollama_client - INFO - Successfully validated response with 3 keys
2025-10-29 12:04:20,943 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 12:04:20,943 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:04:39,548 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:04:39,548 - src.synthesis.ollama_client - INFO - Generated response length: 746 characters
2025-10-29 12:04:39,548 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:04:39,549 - src.synthesis.ollama_client - INFO - Successfully validated response with 2 keys
2025-10-29 12:04:39,549 - src.agents.base_agent - WARNING - Agent ClinicalSynthesis output validation failed
2025-10-29 12:04:39,549 - src.agents.supervisor_agent - WARNING - ⚠️ Agent clinical_synthesis returned empty results
2025-10-29 12:04:39,549 - src.agents.supervisor_agent - INFO - 🔄 Executing agent: founder_voice
2025-10-29 12:04:39,549 - src.agents.supervisor_agent - INFO - 📋 Agent context keys: ['document_id', 'document_text', 'client_insights', 'founder_insights', 'st_louis_context', 'processing_stage', 'intermediate_results', 'clinical_data']
2025-10-29 12:04:39,549 - src.agents.base_agent - INFO - Agent FounderVoiceAgent starting processing
2025-10-29 12:04:39,549 - src.agents.founder_voice_agent - INFO - 🎙️ Founder Voice Agent processing: soulieres_2011_research_report_autistic_intelligence_asperger_syndrome_rpm
2025-10-29 12:04:39,580 - src.synthesis.ollama_client - INFO - OllamaClient initialized with base_url: http://localhost:11434 and default_model: llama3.1:8b
2025-10-29 12:04:39,581 - src.synthesis.ollama_client - INFO - Generating response with model: llama3.1:8b
2025-10-29 12:04:47,363 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:04:47,364 - src.synthesis.ollama_client - INFO - Generated response length: 2503 characters
2025-10-29 12:04:47,364 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 12:04:47,364 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 12:05:13,534 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 12:05:13,535 - src.synthesis.ollama_client - INFO - Generated response length: 1098 characters
2025-10-29 12:05:13,535 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 12:05:13,535 - src.synthesis.ollama_client - INFO - Successfully validated response with 6 keys
2025-10-29 12:05:13,535 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 12:05:13,535 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
